Tweet ID,Tweet Text, Information Source, Information Type,Informativeness
2.96E+17,RT @Gabisimocelli: Bombeiros: os celulares não param de tocar nos bolsos das pessoas mortas e isso está doendo na gente. #SantaMaria,Outsiders,Sympathy and support,Related and informative
2.96E+17,"RT @Reuters: Brazil detains band, club owners after deadly nightclub fire http://t.co/wWw9RnA1",Media,Affected individuals,Related and informative
2.96E+17,RT @JennelAGarcia: I love yall too! Thanks for this my new pet!:) #PrayForSantaMaria #SantaMaria  #Brazil http://t.co/omukBCiy,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,ontem o dia amanheceu sombrio e escuro em #SANTAMARIA/RS e a semana continua sombria e escura no BRASIL todo todos continuam de luto.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"A namorada de um dos caras que ficaram presos na boate Kiss,  recebeu uma SMS '' estou morrendo,  não vou conseguir sair daqui,  eu te amo''",Outsiders,Affected individuals,Related - but not informative
2.96E+17,Chorando aqui com a morte de uma das negas da nossa Família...lá na tragédia da Boate KISS em Santa Maria ='(,Eyewitness,Sympathy and support,Related - but not informative
2.96E+17,BOATE KISS O BEIJO DA MORTE!,Not applicable,Other Useful Information,Related - but not informative
2.96E+17,"Ai, como eu continuo triste por conta da tragédia de #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @Fergie: My thoughts &amp; prayers go out 2 the #SantaMaria nightclub fire victims, their families &amp; loved ones. My ❤ is w/ u #Br ...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Olhem os ultimos tweets da menina que morreu na boate kiss. https://t.co/QoJdxOeB . Nossaaa.. ='(,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @PerezHilton: Brazil Nightclub Fire: Four Arrested In Connection With Deadly Blaze http://t.co/3Ie10a7N,Media,Other Useful Information,Related and informative
2.96E+17,#santamaria perdeu tanto gauchinhus e gauchinhas o dó,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @CorujinhasCL: Olhem os ultimos tweets da menina que morreu na boate kiss. https://t.co/QoJdxOeB . Nossaaa.. ='(,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @simasrodrigo: Muita Luz para as vítimas e os familiares das vítimas da tragédia! Muito Triste ! #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,@LudmilaCarreira vamos pra boate kiss,Not labeled,Not labeled,Not related
2.96E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Ainda não me conformo!! #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @Tom_brz: A Boate Kiss  vira mistério  começou a sumir  as provas  do crime,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"Véi , geral ja falou de #SantaMaria menos eu!",Outsiders,Not applicable,Related - but not informative
2.96E+17,RT @BrasilianProbs: R.I.P to all those people #ithurts #PrayersToBrazil #PrayforBrazil #PrayForSantaMaria #prayerstobrasil http://t.co/y ...,Media,Sympathy and support,Related - but not informative
2.96E+17,"RT @Estadao: Donos da boate Kiss devem responder por risco de morte, com pena de até 12 anos, indica promotoria: http://t.co/OTpbUONP",Media,Affected individuals,Related and informative
2.96E+17,"RT @Estadao: Donos da boate Kiss devem responder por risco de morte, com pena de até 12 anos, indica promotoria: http://t.co/OTpbUONP",Media,Other Useful Information,Related and informative
2.96E+17,RT @RafaelNadal: All my support and strength to the affected of the fire in #Brazil. This kind of situation should not happen again!,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,From joy to tragedy: Inside the Brazil nightclub where 233 died http://t.co/nJruVVzB  via @NBCNewsWorld,Media,Affected individuals,Related and informative
2.96E+17,"Report: Brazil blaze club owner, band members, held - A nightclub owner and two members of a band have been arrested... http://t.co/4t73R8Gq",Media,Other Useful Information,Related and informative
2.96E+17,"No Alarm, Only 1 Exit In Brazil Nightclub Fire: No alarm, only 1 exit in Brazil nightclub fire",Outsiders,Other Useful Information,Related and informative
2.96E+17,"Pô! Fico super comovida com o caso #SantaMaria, porém as notícias toda hora, já está ficando chato :/",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Three held over deadly Brazil nightclub fire  http://t.co/QfzZc3k9 via @AJEnglish,Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"In Brazil Nightclub Fire, a Frantic Struggle to Survive: SANTA MARIA, Brazil — The band was revving up, and Luciene Louzeiro was righ...",Outsiders,Other Useful Information,Related and informative
2.96E+17,Brazil nightclub fire – in pictures http://t.co/nZ6vCb4p,Media,Other Useful Information,Related and informative
2.96E+17,"PESSOAL, AMANHÃ NO CALÇADÃO DE ALEGRETE, AS 17 HORAS HAVERÁ UMA CAMINHADA EM SOLIDARIEDADE AOS JOVENS MORTOS NO INCÊNDIO NA BOATE KISS",Outsiders,Sympathy and support,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,DEUS AMOSTRA SÓ NÃO VER QUEM NÃO QUER . BOATE KISS http://t.co/ZyqYdT2B,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,@CNNPR: Tonight on@AC360: what caused #Brazil nightclub fire? @ShastaCNN &amp;amp;@mattgutmanABC weigh in http://t.co/fw07ljxw,Media,Other Useful Information,Related and informative
2.96E+17,(via eslerifore) Luto pelos mortos da boate Kiss http://t.co/gWCVRdFm,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"também perdi conhecidos, na tragédia de #SantaMaria ..",Eyewitness,Other Useful Information,Related - but not informative
2.96E+17,RT @rigotto: “@diario_gaucho:  Boate Kiss desrespeitou normas básicas de segurança http://t.co/tQxyFVii”,Media,Other Useful Information,Related and informative
2.96E+17,Brazil police reportedly question 4 in nightclub fire http://t.co/AnPk2CPO,Media,Other Useful Information,Related and informative
2.96E+17,RT @JornalExtra: Tragédia em Santa Maria: sócios da boate Kiss têm ficha na polícia por agressão e estelionato: http://t.co/6SAc9R4M,Media,Affected individuals,Related and informative
2.96E+17,"Após boatos de Die Young ter sido a última música a tocar na Boate Kiss, estou automaticamente a apagando da minha playlist. Medo.",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @JaniceAscari: E a legitimidade??? RT @raphaelperisse: Defensoria Pública pede bloqueio de bens dos donos da boate Kiss no RS http:// ...,Media,Other Useful Information,Related and informative
2.96E+17,RT @JornalOGlobo: Sócios da boate Kiss têm ficha na polícia por agressão e estelionato. http://t.co/vG5Go3Vu,Media,Other Useful Information,Related and informative
2.96E+17,"@KetyDC really sad about the tragedy:( , may they rest in peace #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @bandacine: Ontem, ao acordarmos, fomos pegos de surpresa  com a notícia do incêndio na boate Kiss. Uma tragédia imensa que deixou  t ...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @OsVersos: 245 mortos, 245 futuros destruídos, 245 famílias com o coração partido e 245 sonhos sem se tornarem realidade. #SantaMaria",Outsiders,Affected individuals,Related and informative
2.96E+17,RT @Gato800: #SantaMaria O problema do BR é a corrupção. Todo mundo faz o q quer pq dá a cervejinha e fica por isso mesmo. BR é o país d ...,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,Tragédia em #SantaMaria está entre os cinco piores incêndios do século. Veja lista http://t.co/AJKAnvR0 #R7,Media,Affected individuals,Related and informative
2.96E+17,Sócios da boate Kiss já tinham ficha na polícia - http://t.co/uQSjA2PS http://t.co/pyadyBmX,Media,Other Useful Information,Related and informative
2.96E+17,BBC News - Brazil nightclub fire: Four arrested in Santa Maria http://t.co/96JcSQUD,Media,Other Useful Information,Related and informative
2.96E+17,RT @PortalRedeTV: Sócios da boate Kiss tem ficha na polícia por agressão e estelionato http://t.co/h9ha3ZzU,Media,Other Useful Information,Related and informative
2.96E+17,RT @giovanigrizotti: Boate Kiss havia sido condenada por cárcere privado. É acusada de reter cliente que perdeu comanda. Sentença de 201 ...,Media,Other Useful Information,Related and informative
2.96E+17,Justiça bloqueia bens dos donos da boate Kiss http://t.co/PKcEuGff,Media,Other Useful Information,Related and informative
2.96E+17,Justiça bloqueia bens dos donos da boate Kiss http://t.co/7IPjursD,Media,Other Useful Information,Related and informative
2.96E+17,Brazil: Police arrest nightclub owner after fire http://t.co/XQL81C5h,Media,Other Useful Information,Related and informative
2.96E+17,A vida é uma estrada sinuosa e turbulenta – curva após curva Leia a postagem completa sobre sofrimento e #SantaMaria: http://t.co/XAS2Vhth,Media,Other Useful Information,Related - but not informative
2.96E+17,Lady Gaga’s Earnest Prayers For Fan Killed in Brazil Nightclub Fire http://t.co/gMeDBq70,Media,Sympathy and support,Related - but not informative
2.96E+17,RT @ElifrancyC: Banda que fazia show na boate Kiss diz que incêndio começou com pane elétrica http://t.co/vmMJ0etc via @portalMSN,Media,Affected individuals,Related and informative
2.96E+17,Brazil: Police arrest nightclub owner after fire http://t.co/4FF7X3VZ,Media,Other Useful Information,Related and informative
2.96E+17,RT @megansinceraS2: Linda a homenagem que o Luan Santana fez para sua fã morta na boate kiss.Luan um menino jovem de muito futuro pois t ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"After deadly Brazil nightclub fire, safety questions emerge. http://t.co/ah4JK2v2",Media,Infrastructure and utilities,Related and informative
2.96E+17,"NATY JÁ ESTEVE NA BOATE KISS,NESSA MATÉRIA APARECE ATÉ UM DOS SÓCIOS. MUITO TRISTE!QUE DEUS DÊ FORÇA AS FAMÍLIAS #BBB13 http://t.co/JgqbmkzK",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,", um filme no mínimo vai sair dessa trajedia em..  #SantaMaria #UFSM",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,#SANTAMARIA mais 3 mortes. Falta saber se são vítimas do incêndio na boate,Outsiders,Affected individuals,Related and informative
2.96E+17,Muito triste essa tragedia de #SantaMaria. Com perda de 236 vidas preciosas. A população e principalmente a família brandam por justiça!!!,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @jnflesch: O oportunismo em cima da tragédia na boate Kiss está demais.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"Sócio da boate Kiss está sedado e isolado em cela especial, diz advogado http://t.co/AdVrwj2T",Media,Affected individuals,Related and informative
2.96E+17,@Paginas365: Ta aí o dinheiro Boate Kiss... será que agora vocês podem devolver nossos jovens ? Página 29 de 365,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"RT @cnnbrk: Death toll in #Brazil nightclub fire hits 234, official says. http://t.co/Mgn7lJhM",Media,Affected individuals,Related and informative
2.96E+17,Pope: Dismay and prayers for victims of Brazil nightclub blaze http://t.co/KYVbyGkv,Media,Sympathy and support,Related - but not informative
2.96E+17,Justiça bloqueia bens de donos da boate Kiss - BBC Brasil - Notícias http://t.co/zruOfUQR --- @globol10 !!,Media,Other Useful Information,Related and informative
2.96E+17,"Brazil nightclub fire: Souls rose to heaven symbolically Monday night, when marchers in this southern Brazilian ... http://t.co/Bne2tIsF",Media,Other Useful Information,Related - but not informative
2.96E+17,"RT @hidekidec: Cara, meus sinceros sentimentos pra quem perdeu alguém por causa daquele incendio na boate kiss",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,QUE BONITO! :/ RT @RevistaEpoca Boate Kiss foi condenada em 2012 por impedir cliente de sair sem pagar comanda http://t.co/uHJmqamM,Media,Other Useful Information,Related and informative
2.96E+17,RT @UOLNoticias: Lei de Santa Maria proibia revestimento acústico com material tóxico na boate Kiss http://t.co/BvyDbeyb #UOL,Media,Other Useful Information,Related and informative
2.96E+17,#SNN Police say lit flare sparked devastating Brazil nightclub fire: The lead police invest... http://t.co/eiq9gACN #News #Gcc #arab #us,Media,Other Useful Information,Related and informative
2.96E+17,Me arrepiei agora com o enterro do São Paulino que morreu na boate Kiss...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,@mattgutmanABC great piece on the Brazil nightclub fire. just saw it on ABC.,Media,Sympathy and support,Related - but not informative
2.96E+17,#SantaMaria triste domingo né :(,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @diariosm: Tristeza e folia não combinam: Desde a tragédia na boate Kiss, que matou mais de 230 pessoas em Santa Maria, no ... http:/ ...",Media,Affected individuals,Related and informative
2.96E+17,RT @brandontjackson: My heart and prayers go out to Santa Maria #brazil #santamaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @thaisgorges: eu nao te odeio ate te pagaria uma entrada na boate kiss,Not applicable,Other Useful Information,Related - but not informative
2.96E+17,Brazil nightclub tragedy | http://t.co/3dLmmwYX http://t.co/n7Xwjeso,Media,Other Useful Information,Related - but not informative
2.96E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,@HumorNegroo mando bem. tem coisa que nao se brinca. adimirei o respeito por #santamaria,Outsiders,Not applicable,Related - but not informative
2.96E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,brincando de boate kiss com aminha escola,Outsiders,Not applicable,Related - but not informative
2.96E+17,"Polícia diz que Kiko Spohr, dono da boate Kiss, tentou se matar no quarto do hospital em Cruz Alta:  A polícia d... http://t.co/npEPEITy",Media,Other Useful Information,Related and informative
2.97E+17,"Tem gente curtindo a page da boate kiss no meu facebook, removo sim ou claro?",Outsiders,Caution and advice,Related - but not informative
2.97E+17,BRASIL:Veja fotos do interior da boate Kiss após tragédia em Santa Maria http://t.co/SxKib1KF #G1,Media,Other Useful Information,Related and informative
2.97E+17,Brazil police blame cheap fireworks for nightclub disaster - euronews: euronewsBrazil police blame cheap firewor... http://t.co/VvII1LhZ,Media,Other Useful Information,Related and informative
2.97E+17,RT @Ana_AnaMendes: #ForçaSantaMaria #SantaMaria  Guilherme Pastl e Emanuel Pastl (irmãos) precisam de doação de sangue em CANOAS.... ht ...,NGOs,Donations and volunteering,Related and informative
2.97E+17,RT @MirandaSa_: #SantaMaria: Sobe número de pessoas internadas com sintomas de pneumonia após tragédia =&gt; http://t.co/V4tBJisY,Media,Affected individuals,Related and informative
2.97E+17,RT @UOLNoticias: Delegado diz estar com dificuldades para renovar prisões de donos da boate Kiss e de músicos http://t.co/PMW1pBiI #UOL,Media,Other Useful Information,Related and informative
2.97E+17,"RT @JornalOGlobo: Sócio da boate Kiss tentou suicídio, informa polícia. http://t.co/V28rtcvx",Media,Other Useful Information,Related and informative
2.97E+17,Sócio da boate Kiss que está hospitalizado apresenta quadro depressivo http://t.co/SnU36wtT,Media,Affected individuals,Related and informative
2.97E+17,"Tuitada do dia. RT @Assis_Thaisa Menos boate Kiss, mais kiss.",Not labeled,Not labeled,Not related
2.97E+17,"Neglect, errors to blame in Brazil nightclub fire – The Age http://t.co/I2xXQdm3 #brazil #currency",Media,Not applicable,Related and informative
2.97E+17,RT @BispoMacedo: Relato de um ex-pastor que escapou da morte na boate Kiss: http://t.co/j4usrY7x,Eyewitness,Other Useful Information,Related - but not informative
2.97E+17,RT @tribunadonorte: Delegado confirma tentativa de suicídio de sócio da Boate Kiss http://t.co/WpXaCJWZ,Media,Other Useful Information,Related and informative
2.97E+17,"RT @gostsilva: @realfetter querido peço ajuda pra q doem sangue a pedro falcao pinheiro, ferido da boate kiss estado grave, encontrac no ...",Outsiders,Donations and volunteering,Related and informative
2.97E+17,RT @g1rio: Corpo da capitã vítima do incêndio na boate Kiss é enterrado no Rio http://t.co/N1xlnLhe,Media,Affected individuals,Related and informative
2.97E+17,RT @TodayLatino: Santa Maria Nightclub Fire Postpones World Cup Celebrations in Brazil #brazil http://t.co/9If4473s,Media,Other Useful Information,Related and informative
2.97E+17,RT @NosTrendsBrasil: Casal que morreram abraçados na Boate Kiss! #ForçaSantaMaria http://t.co/WvpvSJSW,Eyewitness,Affected individuals,Related - but not informative
2.97E+17,Brazil nightclub owner blames country for fire http://t.co/2nlbl3L1,Media,Other Useful Information,Related and informative
2.97E+17,"Um vídeo simples, uma homenagem aos mortos no incêndio da boate Kiss, em Santa Maria. http://t.co/ZurfFn82 http://t.co/XLOvCdA0",Outsiders,Sympathy and support,Related - but not informative
2.97E+17,vítimas de incêndio na boate Kiss são enterradas Primeiros enterros ocorreram na manhã desta segunda-feira (28)... http://t.co/aw0LzANY,Media,Other Useful Information,Related and informative
2.97E+17,Polícia leva testemunhas a boate Kiss e faz reconstituição do incêndio: Três pessoas voltaram ao local e relembr... http://t.co/PHgfpINA,Media,Other Useful Information,Related and informative
2.97E+17,Boate Kiss teve plano de prevenção a incêndio feito por empresa de bombeiro - Geral - Zero Hora http://t.co/REkLNw1D,Media,Infrastructure and utilities,Related and informative
2.97E+17,Brazilian nightclub owner blames 'whole country' for fire deaths: The owner of a nightclub in southern Brazil wh... http://t.co/N5XJcz6k,Media,Other Useful Information,Related and informative
2.97E+17,esse negócio da boate kiss já ta me irritando,Outsiders,Not applicable,Related - but not informative
2.97E+17,RT @erivanmoraispb: foi muito interessante a #Presidenta ter Ido até #SantaMaria no mesmo dia! e Porque ela não ver e combater os efeito ...,Outsiders,Other Useful Information,Related - but not informative
2.97E+17,RT @iggente: Bruno Gissoni descobre que amigo está entre as vítimas de #SantaMaria http://t.co/xUdtHUE5,Eyewitness,Other Useful Information,Related - but not informative
2.97E+17,"City officials probed for negligence in Brazil nightclub fire: SANTA MARIA, Brazil (Reuters) - Prosecutors in so... http://t.co/xMKXPrTn",Media,Other Useful Information,Related and informative
2.97E+17,RT @stanleyburburin: PF vai investigar comentários ofensivos nas redes sociais sobre #SantaMaria- http://t.co/xJa9c4MK /Tds identificado ...,Media,Other Useful Information,Related and informative
2.97E+17,Brazil nightclub owner blames the whole country for fire - #News #brazil HeadlinePong - News Home http://t.co/ksqowpPd,Media,Other Useful Information,Related and informative
2.97E+17,"aquele incêndio da boate kiss la, me lembrou o filme a garota infernal D:",Outsiders,Other Useful Information,Related - but not informative
2.97E+17,Brazil club fire: Owner blames whole country The co-owner of a Brazilian nightclub where more than 230 people died in a fire is blaming,Outsiders,Affected individuals,Related and informative
2.97E+17,"RT @DOLdiarioonline: BRASIL: boate Kiss vendeu 830 ingressos, mas capacidade era de 691 pessoas http://t.co/xMpfdj2v",Media,Other Useful Information,Related and informative
2.97E+17,"Prefeitura interdita boate em campus, mas fecha os olhos para a Kiss http://t.co/FxJxN7ko",Government,Other Useful Information,Related and informative
2.97E+17,Boate Kiss passará por nova perícia nesta quinta-feira em Santa Maria... http://t.co/DaePSTmh,Media,Other Useful Information,Related and informative
2.97E+17,RT @GabrielCEC10: Justiça de Santa Maria (RS) nega pedido de liberdade a sócio da boate Kiss: A Justiça de Santa Maria (301 km de ... ht ...,Outsiders,Other Useful Information,Related and informative
2.97E+17,Perícia faz nova vistoria na boate Kiss nesta quinta - R7: Diário do LitoralPerícia faz nova vistoria na boate K... http://t.co/l8TI96Jq,Media,Affected individuals,Related and informative
2.97E+17,Boate Kiss passará por nova perícia nesta quinta-feira em Santa Maria http://t.co/zHotAIEs,Media,Other Useful Information,Related and informative
2.97E+17,"Mesmo com reação do deputado Paulo Pimenta (PT), boatos sobre Boate Kiss continuam nas redes sociais e em sites.",Government,Other Useful Information,Related - but not informative
2.97E+17,RT @TerraNoticiasBR: RS: Justiça nega pedido de liberdade a um dos sócios de boate http://t.co/CLrI2fue #SantaMaria,Media,Other Useful Information,Related and informative
2.97E+17,RT @JornalOGlobo: Justiça nega pedido de liberdade para um dos donos da boate Kiss. http://t.co/e3auPqn4,Media,Other Useful Information,Related and informative
2.97E+17,Justiça nega pedido de liberdade provisória a sócio da boate Kiss http://t.co/2P1XqwUU,Government,Other Useful Information,Related and informative
2.97E+17,"RT @RollingStone: In the wake of Brazil's deadly nightclub fire, special effects producers for live events are facing added scrutiny: ht ...",Media,Other Useful Information,Related and informative
2.97E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.97E+17,"Acaba de falecer Matheus Raschen, mais uma vitima da boate Kiss. Vá em paz meu caro... @rdgaucha @lucianoperico",Outsiders,Affected individuals,Related and informative
2.97E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
2.97E+17,RT @matehos: abri a armário e??? sim UM BABACA DO FACEBOOK FALANDO DA BOATE KISS,Not labeled,Not labeled,Not related
2.97E+17,RT @naoguera: que horas são? a mesma de ontem ai nossa amg q engra vc toma aqui um ingresso pra curtir a night na boate kiss,Not applicable,Not applicable,Related - but not informative
2.97E+17,ABSURDO!!! Empresa de bombeiro executou obra do plano de segurança da Boate Kiss http://t.co/HhCU1Wwl … p/isso não fizeram vistoria na data?,Media,Infrastructure and utilities,Related and informative
2.97E+17,"Santa Maria: incêndio na boate Kiss faz mais uma vítima; total de mortos já é de 236: Morreu, na noite desta qui... http://t.co/k13TIGp4",Media,Affected individuals,Related and informative
2.97E+17,"RT @tgugaz: Galera agora que ja abafou o caso, peço perdão por ter tocado fogo na boate kiss",Eyewitness,Not applicable,Related - but not informative
2.97E+17,Softwares podem ajudar a evitar tragédias como a da boate Kiss: Programas de computador em estudo em universidad... http://t.co/iy4BzO3z,Not labeled,Not labeled,Not related
2.97E+17,RT @MariiMissoes: Excelente Palavra sobre #SantaMaria:  https://t.co/opSTpX7P,Outsiders,Not applicable,Related - but not informative
2.97E+17,RT @leandrovieira_: Destaque de hoje do boletim da @exame_com: Veja fotos da tragédia na boate Kiss em Santa Maria. Deprimente. Tenho  ...,Media,Other Useful Information,Related and informative
2.97E+17,"Marcello Reis, @eduardohomem41 e @ricardo_gama serão processados pelo @deputadoFederal por calúnia http://t.co/szLlh7j6 #SantaMaria",Not applicable,Other Useful Information,Related and informative
2.97E+17,RT @zerohora: Justiça concede prorrogação de prisões temporárias de donos da boate Kiss e integrantes de banda. http://t.co/su9695re,Media,Other Useful Information,Related and informative
2.97E+17,"Marcello Reis, @eduardohomem41 e @ricardo_gama serão processados pelo @deputadoFederal por calúnia http://t.co/xU7hlu2r #SantaMaria",Not labeled,Not labeled,Not related
2.97E+17,Advogado de sócio da boate Kiss afirma que compra de espuma foi indicada por engenheiro http://t.co/KBcXktAo,Outsiders,Other Useful Information,Related and informative
2.97E+17,RT @tchutchu: A tragédia em #SantaMaria deixou todo mundo em estado de alerta: metade dos eventos o gov do #rio cancelou e metade cancel ...,Media,Other Useful Information,Related and informative
2.97E+17,Funcionário da boate Kiss acompanhou o trabalho da perícia: Técnicos fazem nova perícia na boate Kiss em Santa Maria http://t.co/zlk8kx3S,Media,Other Useful Information,Related and informative
2.97E+17,"RT @radiobandnewsfm: Sessenta e quatro pessoas continuam internadas em estado grave, depois do incêndio na boate Kiss, na cidade gaúcha  ...",Media,Affected individuals,Related and informative
2.97E+17,@Bryan277 @luis16saurez you mean even more trouble!!!! Fingers are being pointed at Luis for the nightclub fire in Brazil last week,Eyewitness,Other Useful Information,Related - but not informative
2.97E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.97E+17,Prisão de sócios da boate Kiss e músicos é prorrogada por 30 dias: Prorrogação foi concedida pelo juiz plantonis... http://t.co/ZutJgYW6,Media,Affected individuals,Related and informative
2.97E+17,"RT @InesBrasill: muito triste pelo acontecido na boate kiss, que DEUS conforte os familiares.",Outsiders,Sympathy and support,Related - but not informative
2.97E+17,Por que a boate pegou fogo? Porque ela kiss kiss kiss kiss,Not applicable,Not applicable,Related - but not informative
2.97E+17,A bicha velha do @eduardohomem41 tem um caso amoroso com o Eduardo Paes e será processada pelo @DeputadoFederal #Calúnia #SantaMaria,Not labeled,Not labeled,Not related
2.97E+17,Tragédia na boate kiss aqui no RS 236 mortos. FIQUEM EM PAZ!,Outsiders,Affected individuals,Related and informative
2.98E+17,RT @_fabiomachado: PQP! Que relevância. Que notícia. “@UOLNoticias: Fogo na boate Kiss começou durante hit de Naldo http://t.co/erPOYV7P ...,Media,Other Useful Information,Related and informative
2.98E+17,RT @InstitucionalMS: #FotoSUS: #FNSUS em #SantaMaria recebe 140 kits do medicamento Hidroxicobalamina do governo norte-americano. http:/ ...,Government,Donations and volunteering,Related and informative
2.98E+17,RT @JornalOGlobo: Medicamento para tratar vítimas de gás tóxico da boate Kiss chega ao Brasil. http://t.co/iDcU6Dhl,Media,Other Useful Information,Related and informative
2.98E+17,"Homem que tentou ajudar bombeiros a salvar vítimas da boate Kiss recebe alta: O jovem Guilherme Ferreira da Luz,... http://t.co/tJn1H4Cs",Media,Affected individuals,Related and informative
2.98E+17,"RT @Fc_LScoladinho: Megan Fox: Luan, Kiss me? Luan: Ahh, a boate Kiss? Pegou fogo, tá sabendo não é? KKKKKKKKKKKKKKKKK",Outsiders,Not applicable,Related - but not informative
2.98E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.98E+17,RT @ksales_: Dá angústia profunda esse vídeo. Sem palavras. tragédia em Santa Maria boate KISS  http://t.co/p4jA1lbZ,Outsiders,Sympathy and support,Related - but not informative
2.98E+17,RT @JornalOGlobo: Bombeiros reconhecem possível erro em concessão de alvará para boate Kiss. http://t.co/QeSuceQI,Media,Other Useful Information,Related and informative
2.98E+17,RT @garraseguros Incêndio na boate Kiss ocorreu na noite do último domingo (27). Bruno Portella Fr... http://t.co/bkNr9Bxv #garraseguros,Media,Other Useful Information,Related and informative
2.98E+17,"Megan  Fox: Luan, kiss-me! Luan: Ahh aaa kiss? a boate pegou fogo, ficou  sabendo não é? KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK RI  ALTO!",Outsiders,Other Useful Information,Related - but not informative
2.98E+17,"Centenas de pessoas fazem vigília silenciosa em frente à boate Kiss: A maioria, vestidas de branco, contempla co... http://t.co/Lk5SmT1i",Media,Other Useful Information,Related and informative
2.98E+17,"Santa Maria tem vigília por mortos em incêndio na boate Kiss: Pelo menos 700 pessoas se reuniram, na noite deste... http://t.co/X3Uz6Txu",Media,Sympathy and support,Related and informative
